,year,index,city_or_county,incident_id,latitude,longitude
23950,2017,AZ,Amado,1,31.6617,-111.061
23951,2017,AZ,Apache Junction,4,33.41865,-111.55924999999999
23952,2017,AZ,Arivaca,1,31.6168,-111.303
23953,2017,AZ,Arlington,1,,
23954,2017,AZ,Avondale,11,33.455363636363636,-112.31518181818181
23955,2017,AZ,Benson,2,31.9526,-110.345
23956,2017,AZ,Bisbee,1,31.4037,-109.90700000000001
23957,2017,AZ,Buckeye,5,33.391040000000004,-112.52180000000001
23958,2017,AZ,Bullhead City,3,35.09193333333334,-114.57466666666666
23959,2017,AZ,Casa Grande,4,32.88855,-111.73775
23960,2017,AZ,Cave Creek,1,33.7557,-111.991
23961,2017,AZ,Chandler,16,33.29480624999999,-111.84881250000001
23962,2017,AZ,Chandler (Sun Lakes),1,33.3227,-111.874
23963,2017,AZ,Chino Valley,1,34.7735,-112.455
23964,2017,AZ,Coconino (county),2,35.07155,-111.5745
23965,2017,AZ,Concho,1,34.4286,-109.689
23966,2017,AZ,Congress,1,32.2219,-110.97200000000001
23967,2017,AZ,Coolidge,2,32.975049999999996,-111.5205
23968,2017,AZ,Eagar,1,34.1006,-109.292
23969,2017,AZ,Ehrenberg,1,33.6035,-114.525
23970,2017,AZ,El Mirage,2,33.616299999999995,-112.31800000000001
23971,2017,AZ,Flagstaff,11,35.20188,-111.631
23972,2017,AZ,Forest Lakes,1,34.3307,-110.79899999999999
23973,2017,AZ,Fort Mohave,1,34.9912,-114.603
23974,2017,AZ,Fountain Hills,1,33.6039,-111.73
23975,2017,AZ,Ganado,1,35.7178,-109.568
23976,2017,AZ,Gila Bend,2,32.95245,-112.75
